id,completed,bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,bggender_3_TEXT,bgage,bgethnicity,bgrelig,bgreligfreq,bgserved,bgimmigration,bgGPA,bgGPA_1_TEXT,bgexams,bgexams_1_TEXT,bgexams_2_TEXT,bgincome,bglang,bglang2,bglang2_3_TEXT,bglang2_2_TEXT,bglang2_4_TEXT,bglang2_8_TEXT,bglang2_5_TEXT,bglang2_7_TEXT,bglang2_9_TEXT,bglangprof_1,bglangprof_x3,bglangprof_x3_TEXT,bglangprof_x2,bglangprof_x2_TEXT,bglangprof_x4,bglangprof_x4_TEXT,bglangprof_x8,bglangprof_x8_TEXT,bglangprof_x5,bglangprof_x5_TEXT,bglangprof_x7,bglangprof_x7_TEXT,bglangprof_x9,bglangprof_x9_TEXT,pers1_1,pers1_2,pers1_3,pers1_4,pers1_5,pers1_6,pers1_7,pers1_8,pers1_9,pers1_10,pers1_11,pers1_12,pers1_13,pers1_14,pers1_15,pers2_1,pers2_2,pers2_3,pers2_4,pers2_5,pers2_6,pers2_7,pers2_8,pers2_9,pers2_10,pers3_1,pers3_2,pers3_3,pers3_4,pers3_5,genderatt_1,genderatt_2,genderatt_3,genderatt_4,genderatt_5,genderatt_6,genderatt_7,genderatt_8,genderatt_9,genderatt_10,genderatt_11,genderatt_12,genderatt_13,genderatt_14,genderatt_15,govtrust,govbenefit,govwaste,govsmart,govcorrupt,govcare,gov2_1,gov2_2,gov2_3,gov2_4,gov2_5,gov2_6,gov2_7,gov2_8,gov2_9,iplibcon,ippartyid,ipequality_1,ipequality_2,ipequality_3,ipequality_4,ipequality_5,ipequality_6,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,ideology_8,ideology_9,ideology_10,ideology_11,ideology_12,ideology_13,ideology_14,ideology_15,ideology_16,ideology_17,ideology_18,ideology_19,ideology_20,ideology_21,ideology_22,ideology_23,ideology_24,ide_str_1,ide_str_2,ide_str_3,ide_str_4,ide_str_5,ide_str_6,ide_str_7,ide_str_8,ide_str_9,ide_str_10,ide_str_11,ide_str_12,ide_str_13,ide_str_14,ide_str_15,ide_str_16,ide_str_17,ide_str_18,ide_str_19,ide_str_20,ide_str_21,ide_str_22,ide_str_23,ide_str_24,pagun,pagunimp,paborders,paborderimp,pahealth,pahealthimp,pacrime,pacrimeimp,pamilitary,pamilitaryimp,pacivunion,pacivunionimp,palang,palangimp,bgmap2,pkpic1a,pkpic2a,pkpic3a,pkpic4a,pkconstitutional,pkhousemajority,pksenatemajority,pksenateterm,pkoverride,pkunveto,pkpic5a,pkisraelpm,pknotnato,mdfollowpol,mdimportance,mdsource,mdtime_Q86_1_1,mdtime_Q86_2_1,mdtime_Q86_3_1,mdtime_Q86_4_1,mdtime_Q86_5_1,mdtime_Q86_6_1,mdpreferwatch,socid_1,socid_2,socid_3,socid_4,socid_5,socid_6,socid_7,socid_8,socidpol_1,socidpol_2,socidpol_3,socidpol_4,socidpol_5,socidpol_6,socidpol_7,socidpol_8,socwhite,socblack,soclatino,socasian,socmen,socwomen,socchristian,socmuslim,chrono_1_1,chrono_2_1,self_1,self_2,self_3,self_4,ability,others,likely_1,likely_2,member,leader,contact,persuade,ab_council,ab_comm,ab_board,cm_run,cm_comm,cm_board,gov_1,gov_2,gov_3,gov_4,gov_5,elig,vote16,vote,inf_vote,work_party,sticker,letter,march,imm,imm_conf_1,bpm,bpm_conf_1,party,party_conf_1,altvote,altvote_conf_1,unemp,unemp_conf_1,spkr,spkr_conf_1,trade,trade_conf_1,chanc,chanc_conf_1,daca,daca_conf_1,ovrl
1,1,Freshman/First Year,Yes,Political Science,,Female,,18,Asian,Yes,Once or twice a month,Neither myself nor any members of my immediate family have ever served in the U.S. military,I was born in the USA but at least one of my parents is an immigrant,GPA:,3.02,ACT,,27,"$0-$24,999",Yes,Language 1 (Please specify),Urdu,,,,,NA,NA,Native or Bilingual,Full professional proficiency,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,7,7,1,0,7,2,0,4,7,8,8,6,9,5,8,Agree somewhat,Agree strongly,Agree somewhat,Agree somewhat,Neither agree nor disagree,Agree somewhat,Disagree somewhat,Agree strongly,Neither agree nor disagree,Agree strongly,Dislike somewhat,Like somewhat,Dislike strongly,Neither like nor dislike,Dislike somewhat,Slightly Agree,Slightly Disagree,Moderately Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Only some of the time,Few big interests,A lot,Don't know what they're doing,Not many,Some,100,NA,49,70,NA,NA,50,25,75,Liberal,Democrat,Agree somewhat,Disagree strongly,Agree strongly,Disagree strongly,Disagree strongly,Agree somewhat,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Uncertain,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Agree,Agree,Disagree,Agree,Very Strongly,Not strongly,Strongly,Very Strongly,Strongly,Not strongly,Strongly,Strongly,Strongly,Very Strongly,Very Strongly,Very Strongly,Strongly,Strongly,Strongly,Strongly,Very Strongly,Strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Strongly,Strongly,Much more difficult,Extremely important,Decreased a little,Very important,Cover more Americans,Extremely important,Increased a little,Moderately important,Decreased a little,Moderately important,Allow same-sex marriage,Very important,Neither favor nor oppose,Moderately important,Passed gun control ballot measures,Chuck Schumer,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,6 years,Two thirds of the House and three quarters of the Senate,France,Germany,Benjamin Netanyahu,Poland,Fairly closely,Very important,Social media websites,0,0,0,4,7,3,"A comedy/sitcom (like ABC's ""The Middle"" or CBS's ""The Big Bang Theory"")",6,6,2,8,4,7,1,9,6,7,6,9,1,8,1,8,Not at all,Some,,A lot,,A lot,,A lot,12,3,6,7,7,7,High,Very High (top 75%),9,7,Yes,Yes,No,No,Probably have the knowledge and ability,Probably have the knowledge and ability,Probably have the knowledge and ability,Have somewhat more knowledge and ability,Have somewhat more knowledge and ability,Have somewhat more knowledge and ability,8,6,4,5,5,No,,No,No,No,Yes,Yes,Yes,South/East Asia,6,Theresa May,7,Socialist Party USA,5,Each voter has the chance to rank the candidates in order of preference,5,Lower than 7.0%,7,Republican,9,China,7,Vice Chancellor for Student Affairs,7,Executive Order,6,7 or 6
2,1,Freshman/First Year,Yes,Political Science,,Female,,19,Caucasian/White,No,Never,Neither myself nor any members of my immediate family have ever served in the U.S. military,I was born in the USA but at least one of my parents is an immigrant,,,,,NA,"$50,000-$74,999",Yes,Language 1 (Please specify),ALBANIAN,,,,,NA,NA,Native or Bilingual,Native or Bilingual,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,10,5,8,3,8,5,3,4,9,5,8,5,5,5,5,Disagree somewhat,Agree somewhat,Neither agree nor disagree,Disagree strongly,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Neither agree nor disagree,Neither agree nor disagree,Like somewhat,Like strongly,Like strongly,Neither like nor dislike,Dislike strongly,Strongly Disagree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Only some of the time,Few big interests,A lot,Don't know what they're doing,Not many,Some,100,0,50,81,29,34,34,44,50,Liberal,Independent,Agree strongly,Disagree strongly,Agree somewhat,Disagree strongly,Neither agree nor disagree,Agree somewhat,Disagree,Uncertain,Disagree,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Uncertain,Uncertain,Uncertain,Agree,Agree,Agree,Disagree,Agree,Uncertain,Disagree,Agree,Strongly,Not strongly,Strongly,Strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Strongly,Not strongly,Not strongly,Not strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Not strongly,Not strongly,Not strongly,Much more difficult,Very important,Increased a little,Moderately important,Cover all Americans,Very important,Kept the same,Slightly important,Kept the same,Not at all important,Allow same-sex marriage,Extremely important,Strongly oppose,Extremely important,Trump won in the election,Joe Manchin,Elizabeth Warren,Rush Limbaugh,Speaker of the House,The Supreme Court,Democratic Party,Republican Party,4 years,Two thirds of the House and Senate,Brazil,Germany,Ehud Olmert,Russia,Fairly closely,Very important,Social media websites,0,0,0,3,5,5,"Broadcast news (like the ""CBS Evening News"" or the ""NBC Nightly News"")",1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,,,,,,Some,,,9,2,8,7,7,8,High,High (top 50-75%),9,7,Yes,Yes,No,No,Probably have the knowledge and ability,Probably have the knowledge and ability,Probably have the knowledge and ability,Have somewhat more knowledge and ability,Have somewhat less knowledge and ability,Have somewhat more knowledge and ability,9,6,7,8,10,Yes,Yes,Yes,No,No,Yes,No,No,Europe/Canada,6,Theresa May,7,Green Party,3,Each voter has the chance to rank the candidates in order of preference,3,Lower than 7.0%,10,Republican,10,China,7,University Chancellor,7,Legislation,5,7 or 6
3,1,Sophomore,No,Engineering,,Male,,19,Asian,No,A few times a year,Neither myself nor any members of my immediate family have ever served in the U.S. military,I am an immigrant to the USA but not a citizen,GPA:,3.3,ACT,,33,"Over $200,000",Yes,"Language 1 (Please specify),Language 2 (Please specify)",Hindi,French,,,,NA,NA,Native or Bilingual,Native or Bilingual,NA,Full professional proficiency,NA,,NA,,NA,,NA,NA,NA,NA,NA,7,9,7,2,4,4,4,5,9,6,7,7,4,3,7,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree strongly,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Like somewhat,Dislike somewhat,Dislike somewhat,Like strongly,Like somewhat,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Slightly Agree,Most of the time,Few big interests,Some,Don't know what they're doing,Quite a few,Some,91,63,75,82,83,53,67,75,95,Liberal,Democrat,Agree strongly,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree strongly,Disagree strongly,Disagree,Disagree,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Uncertain,Agree,Agree,Disagree,Uncertain,Disagree,Disagree,Uncertain,Disagree,Agree,Agree,Not strongly,Not strongly,Not strongly,Very Strongly,Very Strongly,Strongly,Very Strongly,Strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Not strongly,Strongly,Very Strongly,Very Strongly,Not strongly,Strongly,Not strongly,Not strongly,Not strongly,Strongly,Very Strongly,Very Strongly,Somewhat easier,Moderately important,Increased a little,Very important,Cover fewer Americans,Moderately important,Increased a little,Very important,Kept the same,Moderately important,Allow same-sex marriage,Slightly important,Somewhat favor,Moderately important,Trump won in the election,Chuck Schumer,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,2 years,Majority of the House and Senate,France,Germany,Benjamin Netanyahu,Poland,Fairly closely,Very important,Social media websites,2,5,4,1,3,6,"Cable news (like CNN's ""State of the Union"" or Fox News's ""America's Newsroom"")",6,5,5,7,5,5,5,5,6,5,5,7,6,6,5,6,Not very much,Some,Not at all,Not very much,Not very much,Some,Some,A lot,7,2,6,5,5,5,High,High (top 50-75%),8,3,Yes,Yes,No,No,Definitely have the knowledge and ability,Probably do not have the knowledge and ability,Probably have the knowledge and ability,Have somewhat less knowledge and ability,Have somewhat less knowledge and ability,Have somewhat less knowledge and ability,5,4,6,5,6,No,,No,No,No,No,No,No,Mexico,5,Theresa May,8,Green Party,7,Each voter votes for parties instead of individual candidates,8,Lower than 7.0%,8,Republican,5,China,8,Vice Chancellor for Academic Affairs,6,Proclamation,4,5 or 4
4,0,Sophomore,Yes,Political Science,,Male,,20,African American/Black,Yes,A few times a year,I have immediate family members currently serving in the U.S. military,"My parents, grandparents and I were all born in the USA",GPA:,3.3,ACT,,26,"$25,000-$49,999",Yes,Language 1 (Please specify),Swahili,,,,,NA,NA,Native or Bilingual,Elementary proficiency,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,10,4,7,0,7,4,5,5,5,2,5,5,1,5,9,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Neither agree nor disagree,Agree somewhat,Disagree somewhat,Neither agree nor disagree,Like strongly,Neither like nor dislike,Like somewhat,Neither like nor dislike,Neither like nor dislike,Strongly Disagree,Moderately Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Only some of the time,Few big interests,A lot,Don't know what they're doing,Quite a few,Not very much,50,1,1,1,1,1,1,1,1,"Centrist, middle of the road",Independent,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Uncertain,Agree,Disagree,Disagree,Disagree,Agree,Uncertain,Uncertain,Disagree,Disagree,Uncertain,Uncertain,Disagree,Agree,Strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Not strongly,Very Strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Very Strongly,Somewhat more difficult,Very important,Decreased a lot,Moderately important,Cover more Americans,Extremely important,Decreased a lot,Extremely important,Decreased a lot,Very important,Do not allow same sex marriage or civil unions,Very important,Neither favor nor oppose,Not at all important,Had the highest sales tax rates,Tim Kaine,Elizabeth Warren,Chris Christie,Chief Justice of the Supreme Court,The Supreme Court,Republican Party,Republican Party,6 years,Three quarters of the House and Senate,France,Chile,Benjamin Netanyahu,Russia,Fairly closely,Very important,Social media websites,0,3,1,5,7,3,"Sports (like a game or show like ESPN's ""SportsCenter"")",1,9,1,1,9,5,6,5,1,9,5,5,9,9,9,9,,A lot,,,Some,Some,Not very much,Some,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,Freshman/First Year,Yes,I have more than one major,"Political Science,Humanities (e.g., English, History, Philosophy)",Male,,18,Asian,Yes,Almost every week,Members of my immediate family have served in the U.S. military but are no longer active,I was born in the USA but at least one of my parents is an immigrant,,,,,NA,,No,,,,,,,NA,NA,,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,8,7,5,7,7,4,5,4,5,5,4,7,5,5,5,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Neither agree nor disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Neither like nor dislike,Like somewhat,Like somewhat,Like somewhat,Neither like nor dislike,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Moderately Agree,Slightly Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Only some of the time,Few big interests,A lot,Don't know what they're doing,Quite a few,Some,79,60,17,0,52,3,6,100,61,Somewhat right of center,Independent Leaning Republican,Agree somewhat,Disagree somewhat,Disagree strongly,Disagree somewhat,Neither agree nor disagree,Agree somewhat,Agree,Disagree,Agree,Agree,Uncertain,Disagree,Agree,Uncertain,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Agree,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Strongly,Strongly,Strongly,Strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Not strongly,Not strongly,Strongly,Very Strongly,Very Strongly,Very Strongly,Not strongly,Very Strongly,Very Strongly,Strongly,Very Strongly,Somewhat more difficult,Slightly important,Increased a little,Very important,Cover no Americans,Very important,Kept the same,Very important,Decreased a little,Very important,"Do not allow same-sex marriage, but allow civil unions",Not at all important,Strongly favor,Moderately important,Trump won in the election,Chuck Schumer,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,2 years,Three quarters of the House and two thirds of the Senate,France,Germany,Ehud Olmert,Canada,Fairly closely,Very important,Websites for news organizations,0,0,0,1,1,0,Other,1,1,1,1,8,1,7,1,1,1,1,1,1,1,1,1,,,,,Some,,Some,,8,2,10,10,10,10,High,High (top 50-75%),10,NA,Yes,Yes,No,Yes,Probably have the knowledge and ability,Probably have the knowledge and ability,Probably have the knowledge and ability,Have somewhat more knowledge and ability,Have somewhat more knowledge and ability,Have somewhat more knowledge and ability,10,7,7,8,9,No,,No,Yes,No,No,Yes,No,Europe/Canada,8,Jeremy Corbyn,NA,Socialist Party USA,NA,Each voter has the chance to rank the candidates in order of preference,2,Lower than 7.0%,8,Republican,10,Japan,6,University Chancellor,7,Executive Order,7,7 or 6
6,0,Freshman/First Year,Yes,Engineering,,Male,,18,Asian,Yes,A few times a year,Neither myself nor any members of my immediate family have ever served in the U.S. military,I am an immigrant to the USA and a naturalized citizen,,,"SAT,ACT",2280,35,,Yes,Language 1 (Please specify),Hindi,,,,,NA,NA,Native or Bilingual,Full professional proficiency,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,6,2,5,3,8,6,4,5,3,5,3,8,5,5,5,Disagree strongly,Disagree strongly,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Neither like nor dislike,Dislike somewhat,Neither like nor dislike,Like somewhat,Dislike somewhat,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Almost never,Few big interests,Some,Know what they're doing,Quite a few,Not very much,70,0,40,30,10,50,50,20,20,Liberal,Democrat,Agree somewhat,Disagree strongly,Agree somewhat,Disagree strongly,Disagree strongly,Agree strongly,Agree,Disagree,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Uncertain,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Not strongly,Not strongly,Strongly,Not strongly,Not strongly,Not strongly,Very Strongly,Very Strongly,Not strongly,Very Strongly,Strongly,Not strongly,Very Strongly,Strongly,Not strongly,Not strongly,Strongly,Very Strongly,Strongly,Very Strongly,Strongly,Not strongly,Very Strongly,Very Strongly,Keep rules the same,Slightly important,Kept the same,Not at all important,Cover all Americans,Very important,Decreased a little,Moderately important,Decreased a lot,Very important,Allow same-sex marriage,Slightly important,Neither favor nor oppose,Not at all important,Trump won in the election,Chuck Schumer,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,6 years,Two thirds of the House and Senate,France,Germany,Benjamin Netanyahu,Russia,Very closely,Very important,Websites for news organizations,1,0,2,7,3,1,"Sports (like a game or show like ESPN's ""SportsCenter"")",1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,,,,Some,Some,,,,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0,Sophomore,No,"Natural Sciences (e.g., Chemistry, Biology, Physics)",,Male,,18,Hispanic or Latino,No,A few times a year,Neither myself nor any members of my immediate family have ever served in the U.S. military,I am an immigrant to the USA but not a citizen,GPA:,2.7,ACT,,30,"$0-$24,999",Yes,Language 1 (Please specify),spanish,,,,,NA,NA,Native or Bilingual,Native or Bilingual,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,8,3,8,3,7,9,1,7,2,0,3,1,1,0,6,Disagree strongly,Disagree somewhat,Agree somewhat,Neither agree nor disagree,Disagree somewhat,Agree strongly,Disagree strongly,Agree somewhat,Agree somewhat,Agree strongly,Like strongly,Dislike somewhat,Like somewhat,Like somewhat,Dislike strongly,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Strongly Disagree,Only some of the time,Few big interests,Some,Know what they're doing,Quite a few,Some,64,5,50,47,22,32,49,12,70,"Centrist, middle of the road",Independent Leaning Democrat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree strongly,Disagree somewhat,Agree somewhat,Uncertain,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Uncertain,Agree,Uncertain,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly,Very Strongly,Very Strongly,Very Strongly,Not strongly,Not strongly,Very Strongly,Strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Not strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Very Strongly,Strongly,Strongly,Much more difficult,Extremely important,Decreased a little,Extremely important,Cover all Americans,Very important,Increased a little,Moderately important,Kept the same,Moderately important,Allow same-sex marriage,Moderately important,Strongly oppose,Slightly important,Trump won in the election,Chuck Schumer,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,6 years,Two thirds of the House and Senate,France,Germany,Benjamin Netanyahu,Poland,Fairly closely,Very important,Websites for news organizations,1,0,1,4,2,0,"A documentary show (like A&E's ""The First 48"" and the Science Channel's ""How Do They Do It?"")",1,1,3,1,2,1,1,1,1,1,3,1,2,1,1,1,,,,,,,,,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0,Sophomore,Yes,"Social Sciences (e.g., Psychology, Sociology, Anthropology)",,Female,,19,Caucasian/White,No,Never,Neither myself nor any members of my immediate family have ever served in the U.S. military,I was born in the USA but at least one of my parents is an immigrant,GPA:,2.92,ACT,,25,"$150,000-$174,999",No,,,,,,,NA,NA,,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,8,6,6,2,9,7,1,7,8,7,7,5,6,8,5,Disagree somewhat,Disagree somewhat,Neither agree nor disagree,Neither agree nor disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Dislike somewhat,Like somewhat,Dislike somewhat,Like somewhat,Like strongly,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Only some of the time,Few big interests,Some,,Quite a few,Some,100,1,50,83,1,25,50,50,50,Liberal,Strong Democrat,Agree strongly,,Agree somewhat,Disagree strongly,Disagree strongly,Agree somewhat,Disagree,Disagree,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Uncertain,Agree,Agree,Agree,Disagree,Uncertain,Disagree,Agree,Agree,Uncertain,Disagree,Disagree,Agree,Agree,Agree,Agree,Very Strongly,Not strongly,Not strongly,Very Strongly,Strongly,Not strongly,Not strongly,Not strongly,Not strongly,Strongly,Not strongly,Not strongly,Very Strongly,Not strongly,Not strongly,Not strongly,Not strongly,Not strongly,Strongly,Strongly,Very Strongly,Not strongly,Very Strongly,Strongly,Much more difficult,Very important,Decreased a little,Moderately important,Cover all Americans,Very important,Decreased a little,Moderately important,Decreased a lot,Very important,Allow same-sex marriage,Extremely important,Strongly oppose,Moderately important,Trump won in the election,Joe Manchin,Elizabeth Warren,Chris Christie,Speaker of the House,The Supreme Court,Republican Party,Republican Party,6 years,Two thirds of the House and Senate,France,Argentina,Tzipi Livni,Russia,Fairly closely,Somewhat important,Websites for news organizations,0,0,0,5,7,0,"A comedy/sitcom (like ABC's ""The Middle"" or CBS's ""The Big Bang Theory"")",8,6,3,3,4,9,6,3,8,4,4,4,4,8,6,3,Some,Not very much,,,,A lot,Not at all,,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
